dataset	turn_id	response_type	base_model	tuning	user_experience	user_direction	user_response	not_generic	valid	related	informative	naive	savvy	reasons	informative	comment
treccast	cast-144-2-11	original	none	none	none	none	Tell me about the different types of rocket engines.	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	alpaca-7b	inquisitive	none	none	What is staged combustion?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	alpaca-7b	none	naive	implications	What is the difference between an open cycle and a closed cycle engine?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	alpaca-7b	none	naive	reasons	What is the advantage of a closed cycle staged combustion engine over an open cycle?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	alpaca-7b	none	none	none	What are the major components of a rocket engine and how do these components interact with one another to produce thrust?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	alpaca-7b	none	savvy	implications	How do pressure-fed, electric pump-fed, and open cycle (gas generator) engines differ in terms of weight, complexity, and efficiency?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	alpaca-7b	none	savvy	reasons	What are the advantages and disadvantages of each type of power cycle?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	alpaca-7b	nudged-questions	none	none	In Open Cycle (Gas Generator) what are the advantages and disadvantages?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	alpaca-7b	treccast	none	none	What type is used in the Saturn V rocket?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	gpt-4	none	naive	implications	How does complexity and efficiency factor into a rocket engine's power cycle?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	gpt-4	none	naive	reasons	Can you elaborate on thrust production in a rocket engine and how the power cycles contribute to it?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	gpt-4	none	none	none	Can you explain the process of fuel pressurization and feeding in a rocket engine?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	gpt-4	none	none	none	Can you explain the process of fuel pressurization and feeding in a rocket engine?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	gpt-4	none	none	none	Can you explain the process of fuel pressurization and feeding in a rocket engine?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	gpt-4	none	savvy	implications	What factors influence the choice of power cycle for a particular rocket engine?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	gpt-4	none	savvy	reasons	What exactly does 'tradeoff weight' mean in the context of different types of power cycles?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	Llama-2-13b-hf	inquisitive	naive	implications	What is the difference between these cycles?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	Llama-2-13b-hf	inquisitive	naive	reasons	What is an electric pump-fed cycle?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	Llama-2-13b-hf	inquisitive	none	none	What is a closed engine cycle?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	Llama-2-13b-hf	inquisitive	savvy	implications	How are the cycles different?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	How is a rocket engine pressurized?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	Llama-2-13b-hf	none	naive	implications	What is an electric pump-fed engine?	1	1	0	1	0	0	0	1	
treccast	cast-144-2-15	generated	Llama-2-13b-hf	none	naive	reasons	What is an open cycle (gas generator) rocket engine?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	Llama-2-13b-hf	none	none	none	What is a staged combustion engine?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	Llama-2-13b-hf	none	savvy	implications	What is an electric pump-fed rocket engine?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	Llama-2-13b-hf	none	savvy	reasons	What are the different types of power cycles that a rocket engine has?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	Llama-2-13b-hf	nudged-questions	none	none	What are the advantages of the closed cycle engine?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	Llama-2-13b-hf	treccast	none	none	What's the most common?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	Llama-2-7b-hf	inquisitive	none	none	How do these cycles tradeoff weight, complexity, and efficiency?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	Llama-2-7b-hf	none	none	none	What is a gas generator?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	Llama-2-7b-hf	nudged-questions	none	none	How much weight is saved by using a rocket engine with a closed staged combustion power cycle?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	generated	Llama-2-7b-hf	treccast	none	none	Which one is the most powerful?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-15	original	none	none	none	none	Especially drill into the tradeoffs.	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	alpaca-7b	inquisitive	none	none	What does the electric engine use that makes it heavier than other engines?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-17	generated	alpaca-7b	none	naive	implications	What advantages do open cycle engines have?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	alpaca-7b	none	naive	reasons	What is the purpose of a pressure-fed engine?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	alpaca-7b	none	none	none	How efficient is the Closed cycle engine compared to the other two?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	alpaca-7b	none	savvy	implications	What kind of engine cycle is the most efficient?	1	1	1	0	0	0	0	0	
treccast	cast-144-2-17	generated	alpaca-7b	none	savvy	reasons	What are the advantages of a closed cycle engine?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	alpaca-7b	nudged-questions	none	none	What is the difference between the fuel and oxidizer?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	alpaca-7b	treccast	none	none	Are they used in space?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	gpt-4	none	naive	implications	What are the implications of using pressure-fed engines in terms of weight?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	gpt-4	none	naive	reasons	Can you explain more about how the RD-270 and Raptor engines work?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	gpt-4	none	none	none	What are the complexities involved in achieving higher efficiency for different engine types?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	gpt-4	none	none	none	What are the complexities involved in achieving higher efficiency for different engine types?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	gpt-4	none	none	none	What are the complexities involved in achieving higher efficiency for different engine types?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	gpt-4	none	savvy	implications	How does the pressure-fed engine operate and why does it require an external tank for pressurizing the components?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	gpt-4	none	savvy	reasons	Could you provide more information on the RD-270 engine pioneered by the Soviets?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	Llama-2-13b-hf	inquisitive	naive	implications	What are the advantages of a closed cycle engine?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	Llama-2-13b-hf	inquisitive	naive	reasons	How does it reuse the exhaust?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	Llama-2-13b-hf	inquisitive	none	none	What is the difference between the two types of pumps?	1	0	1	0	0	0	0	0	
treccast	cast-144-2-17	generated	Llama-2-13b-hf	inquisitive	savvy	implications	Why is the electric engine the simplest of these being powered by a battery?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-17	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	What are the differences between the types?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	Llama-2-13b-hf	none	naive	implications	What is a fuel?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	Llama-2-13b-hf	none	naive	reasons	How is a pressure-fed engine different from other engine types?	1	1	1	0	0	0	0	0	
treccast	cast-144-2-17	generated	Llama-2-13b-hf	none	none	none	What is a pump?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	Llama-2-13b-hf	none	savvy	implications	What is the purpose of a pump?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	Llama-2-13b-hf	none	savvy	reasons	What is the efficiency of the open cycle engine?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	Llama-2-13b-hf	nudged-questions	none	none	What are the advantages of the electric engine?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	Llama-2-13b-hf	treccast	none	none	Can you give me an example of each type?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	Llama-2-7b-hf	inquisitive	none	none	Why are the engines so complex?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-17	generated	Llama-2-7b-hf	none	none	none	What is the advantage of the electric engine?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	Llama-2-7b-hf	nudged-questions	none	none	What are the advantages of using an electric engine?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-17	generated	Llama-2-7b-hf	treccast	none	none	What's the most efficient?	1	1	1	0	0	0	0	0	
treccast	cast-144-2-17	original	none	none	none	none	why exhaust the fuel?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-3	generated	alpaca-7b	inquisitive	none	none	Who else will they compete with?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	alpaca-7b	none	naive	implications	Follow-up questions: How does reusing the rocket stages reduce the cost versus using a new rocket for each mission?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-3	generated	alpaca-7b	none	naive	reasons	What are the potential applications of Starship, such as supporting flights to the Moon and Mars?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	alpaca-7b	none	none	none	How will Starship differ from their existing rocket models?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	alpaca-7b	none	savvy	implications	What challenges must SpaceX overcome to make Starship fully reusable?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	alpaca-7b	none	savvy	reasons	Is the plan to eventually launch missions to the Moon or Mars?	1	1	1	0	0	0	0	0	
treccast	cast-144-2-3	generated	alpaca-7b	nudged-questions	none	none	How much does the current Falcon 9 cost?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	alpaca-7b	treccast	none	none	What would be the advantages?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	gpt-4	none	naive	implications	What changes are being made to allow for the reuse of both stages in Starship?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	gpt-4	none	naive	reasons	What are the differences between Starship and SpaceX's existing fleet?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	gpt-4	none	none	none	What impact would the Starship have on future space exploration missions?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	gpt-4	none	none	none	What impact would the Starship have on future space exploration missions?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	gpt-4	none	none	none	What impact would the Starship have on future space exploration missions?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	gpt-4	none	savvy	implications	How close is SpaceX to achieving the goal of human flights to the Moon and Mars?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	gpt-4	none	savvy	reasons	What makes Starship more suitable than SpaceX's current fleet for satellite delivery and human transport?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-3	generated	Llama-2-13b-hf	inquisitive	naive	implications	How will they reuse both stages?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	Llama-2-13b-hf	inquisitive	naive	reasons	Why would they use the rocket to deliver satellites?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-3	generated	Llama-2-13b-hf	inquisitive	none	none	How does it plan to do that?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	Llama-2-13b-hf	inquisitive	savvy	implications	How does the second stage differ from the first stage?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	How does it plan to do this?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	Llama-2-13b-hf	none	naive	implications	What is the main idea of the text?	0	1	0	0	0	0	0	0	
treccast	cast-144-2-3	generated	Llama-2-13b-hf	none	naive	reasons	What are the features of the Starship?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	Llama-2-13b-hf	none	none	none	What is the main idea of the text?	0	1	0	0	0	0	0	0	
treccast	cast-144-2-3	generated	Llama-2-13b-hf	none	savvy	implications	How can the main idea be used in real life?	0	0	0	0	0	0	0	0	
treccast	cast-144-2-3	generated	Llama-2-13b-hf	none	savvy	reasons	What does the author mean by "fully reusable rocket"?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	Llama-2-13b-hf	nudged-questions	none	none	What is the main idea of the rocket?	1	0	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	Llama-2-13b-hf	treccast	none	none	Why don't they use the same rocket for both?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-3	generated	Llama-2-7b-hf	inquisitive	none	none	How will they reuse the rocket?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	generated	Llama-2-7b-hf	none	none	none	What is SpaceX developing?	1	1	1	0	0	0	0	0	
treccast	cast-144-2-3	generated	Llama-2-7b-hf	nudged-questions	none	none	How many stages are there in the Starship?	1	1	1	0	0	0	0	0	
treccast	cast-144-2-3	generated	Llama-2-7b-hf	treccast	none	none	How do they compare to other rockets?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-3	original	none	none	none	none	Tell me more about the engines.	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	alpaca-7b	inquisitive	none	none	what are hypergolic propellants?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	alpaca-7b	none	naive	implications	What are the advantages of methane-based engines compared to kerosene-based engines?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	alpaca-7b	none	naive	reasons	Follow-up questions: What advantages does SpaceX's methane-based engines offer compared to traditional kerosene-based engines?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	alpaca-7b	none	none	none	What is the purpose of rocket engines?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-5	generated	alpaca-7b	none	savvy	implications	Follow-up questions: What other launch vehicles have been developed by SpaceX?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	alpaca-7b	none	savvy	reasons	How many types of rocket engines has SpaceX developed to date?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	alpaca-7b	nudged-questions	none	none	What is hypergolic propellant?	1	1	0	1	0	0	0	1	
treccast	cast-144-2-5	generated	alpaca-7b	treccast	none	none	What are the advantages?	0	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	gpt-4	none	naive	implications	What are hypergolic propellants?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	gpt-4	none	naive	reasons	What are the specific benefits of SpaceX working on methane-based engines?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-5	generated	gpt-4	none	none	none	When did SpaceX start working on these methane-based engines and what is their progress so far?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	gpt-4	none	none	none	When did SpaceX start working on these methane-based engines and what is their progress so far?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	gpt-4	none	none	none	When did SpaceX start working on these methane-based engines and what is their progress so far?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	gpt-4	none	savvy	implications	What challenges might SpaceX face in transitioning from kerosene-based engines to methane-based engines?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	gpt-4	none	savvy	reasons	What specific improvements or advancements has SpaceX made in rocket engine development over the years?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	Llama-2-13b-hf	inquisitive	naive	implications	Why are they working on methane-based engines?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-5	generated	Llama-2-13b-hf	inquisitive	naive	reasons	Why are they working on methane-based engines?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-5	generated	Llama-2-13b-hf	inquisitive	none	none	What are the differences between the two?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	Llama-2-13b-hf	inquisitive	savvy	implications	What are hypergolic propellants?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	What are the advantages of methane-based engines?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	Llama-2-13b-hf	none	naive	implications	What is a hypergolic propellant?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	Llama-2-13b-hf	none	naive	reasons	What are the kerosene-based engines?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	Llama-2-13b-hf	none	none	none	What are the names of the engines that SpaceX has developed?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	Llama-2-13b-hf	none	savvy	implications	What are the advantages and disadvantages of using methane-based engines?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	Llama-2-13b-hf	none	savvy	reasons	What is the name of the Falcon 9 and Falcon Heavy launch vehicles?	1	0	1	0	0	0	0	0	
treccast	cast-144-2-5	generated	Llama-2-13b-hf	nudged-questions	none	none	What are the benefits of methane-based engines?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-5	generated	Llama-2-13b-hf	treccast	none	none	What other companies are working on similar projects?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	Llama-2-7b-hf	inquisitive	none	none	What is a hypergolic propellant?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	Llama-2-7b-hf	none	none	none	What is the purpose of the new engines?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-5	generated	Llama-2-7b-hf	nudged-questions	none	none	Which rocket engines does SpaceX use?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	generated	Llama-2-7b-hf	treccast	none	none	How much more efficient?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-5	original	none	none	none	none	How come methane?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-7	generated	alpaca-7b	inquisitive	none	none	what are examples?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	alpaca-7b	none	naive	implications	What are the storage and transport issues associated with Methane rockets?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	alpaca-7b	none	naive	reasons	How often does Methane need to be stored in an insulated fuel tank for extended periods?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	alpaca-7b	none	none	none	How does the rocket design differ between Methane and Hydrogen-powered rockets?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	alpaca-7b	none	savvy	implications	Can Methane be recycled or is it toxic and needs to be discarded?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	alpaca-7b	none	savvy	reasons	What type of cooling system is used to store Methane in liquid form?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	alpaca-7b	nudged-questions	none	none	What are some of the advantages and disadvantages of hydrogen-powered rockets compared to methane-powered rockets?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	alpaca-7b	treccast	none	none	How about in terms of performance?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	gpt-4	none	naive	implications	When you say Methane does not leak, in what contexts is this point relevant?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	gpt-4	none	naive	reasons	How does the usage of Methane simplify the rocket design compared to Hydrogen-powered rockets?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-7	generated	gpt-4	none	none	none	In what ways is Methane denser than Hydrogen?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	gpt-4	none	none	none	In what ways is Methane denser than Hydrogen?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	gpt-4	none	none	none	In what ways is Methane denser than Hydrogen?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	gpt-4	none	savvy	implications	How significant is the density difference between liquid methane and hydrogen?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	gpt-4	none	savvy	reasons	What allows Methane to be stored for a more extended period?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-7	generated	Llama-2-13b-hf	inquisitive	naive	implications	How is Methane more commonly available on other planets?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-7	generated	Llama-2-13b-hf	inquisitive	naive	reasons	What other planets?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	Llama-2-13b-hf	inquisitive	none	none	How long can Methane be stored?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	Llama-2-13b-hf	inquisitive	savvy	implications	How does Methane compare to Hydrogen in terms of cost?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	How is methane cheaper?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	Llama-2-13b-hf	none	naive	implications	How can Methane be stored in liquid form?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	Llama-2-13b-hf	none	naive	reasons	What is Methane?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	Llama-2-13b-hf	none	none	none	How much denser is methane compared to hydrogen?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	Llama-2-13b-hf	none	savvy	implications	How long can liquid methane be stored for?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	Llama-2-13b-hf	none	savvy	reasons	How does Methane not leak?	1	1	1	1	0	0	1	1	
treccast	cast-144-2-7	generated	Llama-2-13b-hf	nudged-questions	none	none	What is the most efficient way to store methane?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	Llama-2-13b-hf	treccast	none	none	What are the disadvantages?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	Llama-2-7b-hf	inquisitive	none	none	Why is the rocket design less complex compared to Hydrogen-powered rockets?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	Llama-2-7b-hf	none	none	none	What is the advantage of Methane over Hydrogen for refuelling on other planets?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	Llama-2-7b-hf	nudged-questions	none	none	What is the storage capacity of methane?	1	1	1	1	0	0	0	1	
treccast	cast-144-2-7	generated	Llama-2-7b-hf	treccast	none	none	What’s another one?	0	0	0	0	0	0	0	0	
treccast	cast-144-2-7	original	none	none	none	none	why is hydrogen so problematic for engines?	1	1	1	1	0	0	1	1	
treccast	cast-145-1-3	generated	alpaca-7b	inquisitive	none	none	How are coral reefs important?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-3	generated	alpaca-7b	none	naive	implications	What are the threats to coral reefs posed by human activities, and how can we protect these valuable ecosystems?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-3	generated	alpaca-7b	none	naive	reasons	What are some of the impacts and consequences of these threats to coral reefs?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-3	generated	alpaca-7b	none	none	none	What are some of the threats posed by human activities to coral reefs?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-3	generated	alpaca-7b	none	savvy	implications	Are there any organizations or initiatives that are working to protect coral reefs?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	generated	alpaca-7b	none	savvy	reasons	What have been the effects of human activities on coral reefs?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-3	generated	alpaca-7b	nudged-questions	none	none	What kind of economic and environmental services do coral reefs provide?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-3	generated	alpaca-7b	treccast	none	none	How are they being protected?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	generated	gpt-4	none	naive	implications	What types of threats are faced by coral ecosystems?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-3	generated	gpt-4	none	naive	reasons	Could you elaborate more about the impact of diseases on coral reefs?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	generated	gpt-4	none	none	none	How much of the world's reefs has already been destroyed or severely damaged?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	generated	gpt-4	none	none	none	How much of the world's reefs has already been destroyed or severely damaged?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	generated	gpt-4	none	none	none	How much of the world's reefs has already been destroyed or severely damaged?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	generated	gpt-4	none	savvy	implications	Are there any international regulations that help protect reefs from these human activities?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	generated	gpt-4	none	savvy	reasons	Has any coral reef managed to recover after being severely damaged?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	generated	Llama-2-13b-hf	inquisitive	naive	implications	How are the reefs being threatened?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-3	generated	Llama-2-13b-hf	inquisitive	naive	reasons	What is the economic value of coral reefs?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	generated	Llama-2-13b-hf	inquisitive	none	none	What are the specific human activities?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	generated	Llama-2-13b-hf	inquisitive	savvy	implications	What are the main threats?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-3	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	How much of the world's coral reefs have been destroyed?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	generated	Llama-2-13b-hf	none	naive	implications	What are unsustainable fishing practices?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	generated	Llama-2-13b-hf	none	naive	reasons	How can we protect coral reefs?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	generated	Llama-2-13b-hf	none	none	none	What are the human activities that threaten coral reefs?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	generated	Llama-2-13b-hf	none	savvy	implications	What are coral reefs?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	generated	Llama-2-13b-hf	none	savvy	reasons	What are the best ways to protect coral reefs from ship groundings?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	generated	Llama-2-13b-hf	nudged-questions	none	none	what are the main threats to coral reefs?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-3	generated	Llama-2-13b-hf	treccast	none	none	What’s the outlook?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	generated	Llama-2-7b-hf	inquisitive	none	none	How can we help to save coral reefs?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	generated	Llama-2-7b-hf	none	none	none	What are the effects of unsustainable fishing?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-3	generated	Llama-2-7b-hf	nudged-questions	none	none	What are the major threats to coral reefs?	1	1	1	0	0	0	0	0	
treccast	cast-145-1-3	generated	Llama-2-7b-hf	treccast	none	none	What are the solutions?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-3	original	none	none	none	none	What happens if they all die?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-5	generated	alpaca-7b	inquisitive	none	none	Why would there be forests of seaweed on the ocean bottom?	1	1	1	1	0	0	1	1	
treccast	cast-145-1-5	generated	alpaca-7b	none	naive	implications	What kind of forests of seaweed do you think would appear on the ocean bottom?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-5	generated	alpaca-7b	none	naive	reasons	How soon might the remaining species of corals, fish and dolphins be lost?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-5	generated	alpaca-7b	none	none	none	How can jellyfish soup possibly help if there would be plenty of them in the ocean?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-5	generated	alpaca-7b	none	savvy	implications	How could jellyfish soup help if there would be plenty of them?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-5	generated	alpaca-7b	none	savvy	reasons	What other species would also suffer due to the loss of corals, such as dolphins?	1	1	1	1	0	0	0	1	
treccast	cast-145-1-5	generated	alpaca-7b	nudged-questions	none	none	How murky would the waters be?	1	1	1	1	0	0	0	1	
